tx_id,timestamp,vin_sz,vout_sz
321643684,1515406158,1,2
321643683,1515406157,4,2
321643682,1515406156,1,2
321643681,1515406146,1,2
321643680,1515406145,1,2
321643679,1515406145,1,2
321643678,1515406142,3,2
321643677,1515406142,1,2
321643676,1515406141,1,1
321643675,1515406140,2,2
321643674,1515406140,1,2
321643673,1515406139,2,5
321643672,1515406139,2,2
321643671,1515406139,1,2
321643670,1515406138,1,2
321643669,1515406135,3,2
321643668,1515406132,1,2
321643667,1515406132,1,2
321643666,1515406132,1,2
321643665,1515406131,1,2
321643664,1515406129,2,2
321643663,1515406128,1,2
321643662,1515406127,1,2
321643661,1515406126,1,2
321643660,1515406125,1,2
321643659,1515406125,1,2
321643658,1515406125,1,2
321643657,1515406123,1,2
321643656,1515406122,1,2
321643655,1515406122,2,1
321643654,1515406121,1,2
321643653,1515406119,53,2
321643652,1515406120,1,2
321643651,1515406119,1,2
321643650,1515406118,2,3
321643649,1515406118,2,2
321643648,1515406118,1,2
321643647,1515406110,1,2
321643646,1515406110,1,3
321643645,1515406110,1,3
321643644,1515406109,1,2
321643643,1515406105,1,2
321643642,1515406105,1,4
321643641,1515406104,1,2
321643640,1515406104,1,1
321643639,1515406103,1,2
321643638,1515406103,1,2
321643637,1515406102,2,2
321643636,1515406102,2,2
321643635,1515406101,1,3
321643634,1515406101,1,2
321643633,1515406100,1,2
321643632,1515406099,1,2
321643631,1515406098,1,2
321643630,1515406097,2,3
321643629,1515406097,1,2
321643628,1515406096,1,2
321643627,1515406096,1,2
321643626,1515406094,9,20
321643625,1515406094,1,2
321643624,1515406093,1,6
321643623,1515406093,1,2
321643622,1515406093,1,36
321643620,1515406092,1,2
321643619,1515406091,8,2
321643618,1515406091,2,2
321643617,1515406090,1,2
321643615,1515406090,1,2
321643614,1515406089,1,2
321643613,1515406089,1,2
321643612,1515406089,1,2
321643611,1515406088,1,2
321643609,1515406087,1,2
321643608,1515406087,1,2
321643607,1515406087,1,2
321643606,1515406086,1,2
321643605,1515406086,1,2
321643604,1515406086,1,1
321643603,1515406085,1,2
321643602,1515406085,1,2
321643601,1515406084,1,2
321643600,1515406083,1,2
321643599,1515406080,1,2
321643598,1515406079,1,2
321643597,1515406078,1,2
321643596,1515406078,2,2
321643595,1515406077,1,2
321643594,1515406073,2,3
321643593,1515406077,1,3
321643592,1515406077,1,2
321643591,1515406076,1,2
321643590,1515406074,16,2
321643589,1515406074,2,3
321643588,1515406073,3,2
321643587,1515406074,1,1
321643586,1515406073,1,2
321643585,1515406073,1,1
321643584,1515406072,1,2
321643583,1515406072,1,2
321643582,1515406071,1,2
321643581,1515406070,1,2
321643580,1515406070,1,2
321643579,1515406069,1,2
321643578,1515406069,2,2
321643577,1515406068,1,2
321643576,1515406068,1,2
321643575,1515406067,1,1
321643573,1515406066,3,2
321643572,1515406065,1,2
321643571,1515406065,1,2
321643570,1515406064,1,2
321643569,1515406064,1,2
321643568,1515406064,1,2
321643567,1515406064,1,2
321643566,1515406063,1,2
321643565,1515406063,1,2
321643563,1515406062,2,2
321643562,1515406061,3,6
321643561,1515406061,2,3
321643560,1515406059,1,51
321643559,1515406059,1,2
321643558,1515406058,1,2
321643557,1515406056,1,2
321643556,1515406056,1,2
321643555,1515406055,1,2
321643554,1515406055,1,2
321643553,1515406055,1,2
321643552,1515406051,201,240
321643551,1515406053,2,2
321643550,1515406052,1,2
321643549,1515406051,2,3
321643548,1515406051,1,2
321643547,1515406051,1,2
321643546,1515406050,2,3
321643544,1515406049,1,2
321643543,1515406048,1,2
321643542,1515406047,3,2
321643541,1515406047,1,2
321643540,1515406047,1,2
321643539,1515406047,1,2
321643538,1515406047,1,1
321643537,1515406047,1,2
321643536,1515406046,1,2
321643535,1515406046,4,1
321643534,1515406045,1,8
321643533,1515406044,2,3
321643532,1515406043,1,2
321643531,1515406042,1,2
321643530,1515406042,1,2
321643529,1515406041,1,2
321643528,1515406040,1,2
321643527,1515406039,29,8
321643526,1515406040,1,2
321643525,1515406039,1,2
321643522,1515406036,1,2
321643521,1515406035,6,3
321643520,1515406035,1,2
321643519,1515406035,3,2
321643518,1515406034,1,1
321643517,1515406033,1,2
321643516,1515406029,1,2
321643515,1515406031,1,2
321643514,1515406031,1,2
321643513,1515406031,2,2
321643512,1515406030,1,2
321643511,1515406029,2,2
321643510,1515406029,2,3
321643509,1515406029,1,2
321643508,1515406025,1,2
321643507,1515406024,1,2
321643506,1515406024,1,2
321643505,1515406023,18,2
321643504,1515406022,1,62
321643503,1515406021,1,2
321643502,1515406021,1,2
321643501,1515406021,1,2
321643500,1515406020,1,2
321643499,1515406019,1,2
321643498,1515406019,1,2
321643496,1515406017,1,2
321643495,1515406017,1,2
321643494,1515406017,1,2
321643493,1515406016,4,2
321643492,1515406016,1,2
321643491,1515406016,2,3
321643490,1515406015,2,1
321643489,1515406014,1,2
321643488,1515406014,1,2
321643487,1515406014,1,2
321643486,1515406012,6,1
321643485,1515406014,1,2
321643484,1515406013,1,2
321643483,1515406013,1,2
321643482,1515406010,1,2
321643481,1515406010,1,2
321643480,1515406010,1,2
321643479,1515406009,2,2
321643478,1515406009,1,2
321643477,1515406004,2,2
321643476,1515406002,2,2
321643475,1515406000,1,2
321643474,1515405999,4,2
321643473,1515405999,1,2
321643472,1515405998,2,2
321643471,1515405997,10,6
321643470,1515405997,1,2
321643469,1515405997,1,2
321643468,1515405996,1,6
321643467,1515405995,10,11
321643466,1515405994,1,2
321643465,1515405993,1,2
321643463,1515405991,1,2
321643462,1515405990,1,2
321643461,1515406149,1,2
321643460,1515406149,2,2
321643459,1515406147,2,1
321643458,1515406147,1,2
321643457,1515406147,1,2
321643456,1515406146,1,2
321643455,1515406146,1,2
321643454,1515406146,1,2
321643453,1515406146,1,1
321643452,1515406145,1,2
321643451,1515406145,1,2
321643450,1515406145,3,2
321643449,1515406144,2,2
321643448,1515406143,2,1
321643447,1515406143,3,1
321643446,1515406143,1,2
321643445,1515406142,1,2
321643443,1515406141,2,2
321643442,1515406140,2,2
321643441,1515406140,1,2
321643440,1515406140,1,2
321643439,1515406139,1,2
321643438,1515406139,1,2
321643436,1515406138,3,2
321643435,1515406138,27,1
321643434,1515406138,1,2
321643433,1515406138,1,1
321643432,1515406138,1,2
321643431,1515406137,2,2
321643430,1515406137,4,2
321643429,1515406137,1,2
321643428,1515406137,1,2
321643427,1515406137,6,2
321643425,1515406136,1,1
321643423,1515406135,1,2
321643422,1515406135,2,2
321643421,1515406135,2,2
321643420,1515406135,2,2
321643419,1515406135,1,2
321643418,1515406134,2,2
321643417,1515406134,2,2
321643416,1515406133,1,2
321643415,1515406133,1,2
321643414,1515406132,1,12
321643413,1515406132,1,7
321643412,1515406132,1,2
321643411,1515406131,1,2
321643410,1515406131,1,2
321643408,1515406129,2,1
321643406,1515406129,1,2
321643405,1515406129,1,2
321643404,1515406129,1,2
321643403,1515406129,1,2
321643402,1515406118,16,2
321643401,1515406126,1,2
321643399,1515406126,1,2
321643397,1515406125,1,2
321643396,1515406123,4,3
321643394,1515406118,27,2
321643393,1515406124,1,2
321643392,1515406120,1,2
321643391,1515406123,2,2
321643390,1515406122,1,1
321643389,1515406122,2,101
321643388,1515406121,1,2
321643387,1515406121,1,2
321643386,1515406120,1,2
321643385,1515406120,1,2
321643384,1515406120,1,2
321643383,1515406118,1,2
321643382,1515406119,5,2
321643381,1515406119,2,2
321643380,1515406119,1,2
